threshold,TP,FP,TN,FN,precision,recall
0.0,73,8,0,0,0.9012345679012346,1.0
0.05,73,8,0,0,0.9012345679012346,1.0
0.1,73,8,0,0,0.9012345679012346,1.0
0.15,73,8,0,0,0.9012345679012346,1.0
0.2,73,8,0,0,0.9012345679012346,1.0
0.25,73,8,0,0,0.9012345679012346,1.0
0.3,73,8,0,0,0.9012345679012346,1.0
0.35,73,8,0,0,0.9012345679012346,1.0
0.4,73,8,0,0,0.9012345679012346,1.0
0.45,73,8,0,0,0.9012345679012346,1.0
0.5,73,8,0,0,0.9012345679012346,1.0
0.55,73,8,0,0,0.9012345679012346,1.0
0.6,73,8,0,0,0.9012345679012346,1.0
0.65,73,8,0,0,0.9012345679012346,1.0
0.7,73,8,0,0,0.9012345679012346,1.0
0.75,73,8,0,0,0.9012345679012346,1.0
0.8,73,8,0,0,0.9012345679012346,1.0
0.85,73,8,0,0,0.9012345679012346,1.0
0.9,50,3,5,23,0.9433962264150944,0.684931506849315
0.95,9,0,8,64,1.0,0.1232876712328767
1.0,9,0,8,64,1.0,0.1232876712328767
